Run 541-542   2007 
Total   0 ev.  Physical       0 ev.
-------------------------------------------------------------
 c  m  t   n_phys ave_phys sig_phys  n_gene ave_gene sig_gene
-------------------------------------------------------------
4   1    1  0  0.00  0.00  0   48.67  33.46
4   3    1  0  0.00  0.00  0   45.41  9.91
4   5    1  0  0.00  0.00  0   47.73  8.81
4   7    1  0  0.00  0.00  0   45.00  12.11
4   9    1  0  0.00  0.00  0   66.93  11.02
4   11   1  0  0.00  0.00  0    65.03  10.63
4   13   1  0  0.00  0.00  0    63.65  11.44
4   15   1  0  0.00  0.00  0    63.67  10.91
4   19   1  0  0.00  0.00  0    63.72  10.21
4   21   1  0  0.00  0.00  0    64.17  10.10
4   23   1  0  0.00  0.00  0    54.43  11.39
6   1    1  0  0.00  0.00  0   58.32  9.46
6   3    1  0  0.00  0.00  0   78.74  15.93
6   5    1  0  0.00  0.00  0   70.14  9.03
6   7    1  0  0.00  0.00  0   71.98  9.30
6   9    1  0  0.00  0.00  0   70.28  9.34
6   11   1  0  0.00  0.00  0    74.38  8.95
6   13   1  0  0.00  0.00  0    64.98  10.09
6   15   1  0  0.00  0.00  0    63.74  9.58
6   17   1  0  0.00  0.00  0    92.94  10.41
6   19   1  0  0.00  0.00  0    91.97  9.61
6   21   1  0  0.00  0.00  0    87.76  9.87
6   23   1  0  0.00  0.00  0    93.55  11.07
8   1    1  0  0.00  0.00  0   87.90  42.75
8   3    1  0  0.00  0.00  0   86.38  59.49
8   5    1  0  0.00  0.00  0   105.05  44.03
8   7    1  0  0.00  0.00  0   90.56  62.79
8   9    1  0  0.00  0.00  0   97.69  43.03
8   11   1  0  0.00  0.00  0    71.88  80.89
8   13   1  0  0.00  0.00  0    77.71  79.79
8   15   1  0  0.00  0.00  0    86.80  41.52
8   17   1  0  0.00  0.00  0    87.50  58.19
8   19   1  0  0.00  0.00  0    92.05  43.61
8   21   1  0  0.00  0.00  0    79.39  61.24
8   23   1  0  0.00  0.00  0    89.96  41.57
10   1   1  0  0.00  0.00  0    104.68  47.38
10   3   1  0  0.00  0.00  0    100.34  43.15
10   5   1  0  0.00  0.00  0    113.55  46.06
10   7   1  0  0.00  0.00  0    103.84  47.50
10   9   1  0  0.00  0.00  0    108.95  42.09
10   11  1  0  0.00  0.00  0     97.50  50.59
10   13  1  0  0.00  0.00  0     106.52  45.82
10   15  1  0  0.00  0.00  0     110.30  40.60
10   17  1  0  0.00  0.00  0     128.34  21.79
10   19  1  0  0.00  0.00  0     95.91  42.94
10   21  1  0  0.00  0.00  0     105.19  44.73
10   23  1  0  0.00  0.00  0     112.90  22.95
12   1   1  0  0.00  0.00  0    115.60  22.27
12   3   1  0  0.00  0.00  0    115.65  22.30
12   5   1  0  0.00  0.00  0    105.10  42.26
12   7   1  0  0.00  0.00  0    103.10  45.50
12   11  1  0  0.00  0.00  0     64.92  46.94
12   13  1  0  0.00  0.00  0     75.14  43.46
12   15  1  0  0.00  0.00  0     58.93  38.53
12   17  1  0  0.00  0.00  0     68.50  43.36
12   19  1  0  0.00  0.00  0     73.84  44.73
12   21  1  0  0.00  0.00  0     70.48  42.30
12   23  1  0  0.00  0.00  0     57.32  43.77
13   1   1  0  0.00  0.00  0    62.65  42.00
13   4   1  0  0.00  0.00  0    60.20  53.99
13   7   1  0  0.00  0.00  0    69.01  45.92
13   10  1  0  0.00  0.00  0     73.68  46.95
13   13  1  0  0.00  0.00  0     82.41  46.69
13   16  1  0  0.00  0.00  0     77.35  42.41
13   19  1  0  0.00  0.00  0     69.10    -1
13   22  1  0  0.00  0.00  0     41.10  90.76
14   1   1  0  0.00  0.00  0    44.85  100.89
14   3   1  0  0.00  0.00  0    105.52    -1
14   5   1  0  0.00  0.00  0    242.48    -1
14   7   1  0  0.00  0.00  0    80.22    -1
14   9   1  0  0.00  0.00  0    71.47  37.46
14   11  1  0  0.00  0.00  0     153.87    -1
14   15  1  0  0.00  0.00  0     63.80  39.20
16   3   1  0  0.00  0.00  0    215.25    -1
4   1    2  0  0.00  0.00  0   59.28    -1
4   3    2  0  0.00  0.00  0   56.18    -1
4   5    2  0  0.00  0.00  0   57.00    -1
4   7    2  0  0.00  0.00  0   57.96    -1
4   9    2  0  0.00  0.00  0   60.29    -1
4   11   2  0  0.00  0.00  0    59.39    -1
4   13   2  0  0.00  0.00  0    59.09    -1
4   15   2  0  0.00  0.00  0    60.73    -1
4   19   2  0  0.00  0.00  0    56.71    -1
4   21   2  0  0.00  0.00  0    57.21    -1
4   23   2  0  0.00  0.00  0    57.12    -1
6   1    2  0  0.00  0.00  0   57.58    -1
6   3    2  0  0.00  0.00  0   57.81    -1
6   5    2  0  0.00  0.00  0   56.73    -1
6   7    2  0  0.00  0.00  0   57.49    -1
6   9    2  0  0.00  0.00  0   59.08    -1
6   11   2  0  0.00  0.00  0    59.51    -1
6   13   2  0  0.00  0.00  0    56.94    -1
6   15   2  0  0.00  0.00  0    55.67    -1
6   17   2  0  0.00  0.00  0    88.56    -1
6   19   2  0  0.00  0.00  0    87.67    -1
6   21   2  0  0.00  0.00  0    88.18    -1
6   23   2  0  0.00  0.00  0    90.37    -1
8   1    2  0  0.00  0.00  0   89.46    -1
8   3    2  0  0.00  0.00  0   89.50    -1
8   5    2  0  0.00  0.00  0   89.72    -1
8   7    2  0  0.00  0.00  0   87.34    -1
8   9    2  0  0.00  0.00  0   88.28    -1
8   11   2  0  0.00  0.00  0    86.62  5.25
8   13   2  0  0.00  0.00  0    85.65  5.43
8   15   2  0  0.00  0.00  0    89.32    -1
8   17   2  0  0.00  0.00  0    87.38  3.76
8   19   2  0  0.00  0.00  0    87.24    -1
8   21   2  0  0.00  0.00  0    85.55  4.23
8   23   2  0  0.00  0.00  0    86.58    -1
10   1   2  0  0.00  0.00  0    88.87    -1
10   3   2  0  0.00  0.00  0    87.21  2.96
10   5   2  0  0.00  0.00  0    89.11    -1
10   7   2  0  0.00  0.00  0    87.98    -1
10   9   2  0  0.00  0.00  0    87.69    -1
10   11  2  0  0.00  0.00  0     85.06  3.49
10   13  2  0  0.00  0.00  0     88.28    -1
10   15  2  0  0.00  0.00  0     86.40  2.76
10   17  2  0  0.00  0.00  0     91.16    -1
10   19  2  0  0.00  0.00  0     87.35  3.16
10   21  2  0  0.00  0.00  0     86.30    -1
10   23  2  0  0.00  0.00  0     89.76    -1
12   1   2  0  0.00  0.00  0    90.57    -1
12   3   2  0  0.00  0.00  0    85.99    -1
12   5   2  0  0.00  0.00  0    86.79    -1
12   7   2  0  0.00  0.00  0    86.73  2.71
12   11  2  0  0.00  0.00  0     8.78    -1
12   13  2  0  0.00  0.00  0     8.59    -1
12   15  2  0  0.00  0.00  0     10.58    -1
12   17  2  0  0.00  0.00  0     8.01    -1
12   19  2  0  0.00  0.00  0     9.19    -1
12   21  2  0  0.00  0.00  0     7.41    -1
12   23  2  0  0.00  0.00  0     9.02    -1
13   1   2  0  0.00  0.00  0    9.08    -1
13   4   2  0  0.00  0.00  0    8.63    -1
13   7   2  0  0.00  0.00  0    7.36    -1
13   10  2  0  0.00  0.00  0     7.53    -1
13   13  2  0  0.00  0.00  0     8.76    -1
13   16  2  0  0.00  0.00  0     9.73    -1
13   19  2  0  0.00  0.00  0     4.42  6.82
13   22  2  0  0.00  0.00  0     7.61  6.42
14   1   2  0  0.00  0.00  0    4.29  7.39
14   3   2  0  0.00  0.00  0    9.22    -1
14   5   2  0  0.00  0.00  0    18.15    -1
14   7   2  0  0.00  0.00  0    7.42    -1
14   9   2  0  0.00  0.00  0    5.65    -1
14   11  2  0  0.00  0.00  0     11.78    -1
14   15  2  0  0.00  0.00  0     2.99    -1
16   3   2  0  0.00  0.00  0    15.89    -1
4   1    4  0  0.00  0.00  0   122.78  3.97
4   2    4  0  0.00  0.00  0   125.74  3.95
4   3    4  0  0.00  0.00  0   124.60  3.88
4   4    4  0  0.00  0.00  0   126.25  4.86
4   5    4  0  0.00  0.00  0   131.93  4.29
4   6    4  0  0.00  0.00  0   115.60  26.72
4   7    4  0  0.00  0.00  0   115.85  4.00
4   8    4  0  0.00  0.00  0   127.34  3.94
4   9    4  0  0.00  0.00  0   119.93  6.82
4   10   4  0  0.00  0.00  0    119.00  -1
4   11   4  0  0.00  0.00  0    128.99  3.82
4   12   4  0  0.00  0.00  0    129.45  3.76
4   13   4  0  0.00  0.00  0    126.53  5.50
4   14   4  0  0.00  0.00  0    120.86  3.91
4   15   4  0  0.00  0.00  0    120.28  3.98
4   16   4  0  0.00  0.00  0    121.03  4.08
4   19   4  0  0.00  0.00  0    82.28  4.03
4   20   4  0  0.00  0.00  0    77.19  4.01
4   21   4  0  0.00  0.00  0    65.00  -1
4   22   4  0  0.00  0.00  0    73.75  5.46
4   23   4  0  0.00  0.00  0    83.84  4.50
4   24   4  0  0.00  0.00  0    73.12  4.92
5   1    4  0  0.00  0.00  0   92.53  4.13
5   2    4  0  0.00  0.00  0   89.72  3.70
5   3    4  0  0.00  0.00  0   89.76  3.46
5   4    4  0  0.00  0.00  0   97.14  4.04
5   5    4  0  0.00  0.00  0   86.43  3.67
5   6    4  0  0.00  0.00  0   88.77  5.48
5   7    4  0  0.00  0.00  0   75.01  3.66
