# 
# File to be read by KVFAZIADB for FAZIASYM dataset
# Calibration parameters obtained from the AMI procedure
# Format:
# [DETECTOR_NAME]: list of parameters
# Parameters: Pedestal,Ag,Ar,An,Edelta
# Parameters use by the calibrator KVLightEnergyCsIFull
# 
RunList:                                 1-25000
Signal:                                  Q2
CalibType:                               Channel-Energy
SI2-11:                                  0.000000e+00,3.749620e+00,1.597970e-05,0.000000e+00,5.091720e-03
SI2-12:                                  0.000000e+00,2.096590e+00,3.580640e-05,0.000000e+00,1.544030e-02
SI2-13:                                  0.000000e+00,1.400890e+00,1.015950e-04,0.000000e+00,9.535190e-03
SI2-14:                                  1.741080e-05,3.806610e+00,2.151470e-06,0.000000e+00,7.996150e-01
SI2-21:                                  2.323340e-02,2.419220e+00,1.769030e-05,0.000000e+00,6.615760e-01
SI2-22:                                  3.290380e-06,4.004950e+00,1.539230e-07,0.000000e+00,1.088270e-02
SI2-23:                                  6.501260e-05,3.923890e+00,9.137230e-02,0.000000e+00,1.000060e-03
SI2-24:                                  8.351410e-03,3.845990e+00,3.672400e-05,0.000000e+00,2.034780e+00
SI2-31:                                  2.675850e-06,2.849440e+00,3.265070e-08,0.000000e+00,1.241800e-01
SI2-33:                                  6.934590e-09,3.835410e+00,9.322060e-01,0.000000e+00,1.000000e-03
SI2-34:                                  2.685680e-05,3.964080e+00,1.251130e-06,0.000000e+00,1.467650e+00
SI2-41:                                  5.682730e-06,3.475340e+00,3.694700e-09,0.000000e+00,1.656130e+00
SI2-42:                                  1.623040e-04,3.995130e+00,7.132140e-11,0.000000e+00,1.560580e-01
SI2-43:                                  6.846720e-06,2.108200e+00,9.756230e-01,0.000000e+00,1.000020e-03
SI2-44:                                  4.019150e-08,1.679750e+00,1.788540e-05,0.000000e+00,1.086630e-03
SI2-111:                                 3.011090e-01,3.976440e+00,1.001710e-02,0.000000e+00,7.822230e-02
SI2-112:                                 1.221090e-05,3.888810e+00,2.472970e-07,0.000000e+00,7.459220e-01
SI2-113:                                 2.181950e+00,3.972330e+00,4.698750e-04,0.000000e+00,1.266860e+00
SI2-114:                                 1.934880e-05,4.020740e+00,4.775270e-07,0.000000e+00,2.062960e-01
SI2-123:                                 2.865760e-05,3.952430e+00,4.383380e-02,0.000000e+00,1.000020e-03
SI2-124:                                 5.246380e-06,3.991420e+00,5.917990e-08,0.000000e+00,4.940560e-01
SI2-134:                                 3.093220e-01,3.873220e+00,1.994570e-05,0.000000e+00,4.686100e-01
SI2-141:                                 3.522860e-06,3.929290e+00,6.804070e-04,0.000000e+00,1.049680e-03
SI2-142:                                 5.878720e-01,3.921630e+00,2.055470e-07,0.000000e+00,4.959720e-01
SI2-143:                                 3.869290e-05,3.825600e+00,8.152770e-06,0.000000e+00,1.444980e-03
SI2-211:                                 0.000000e+00,3.908280e+00,2.136320e-08,0.000000e+00,2.330490e-01
SI2-213:                                 0.000000e+00,3.950310e+00,3.477310e-02,0.000000e+00,1.000020e-03
SI2-221:                                 0.000000e+00,3.993550e+00,8.817150e-04,0.000000e+00,1.022010e-03
SI2-222:                                 0.000000e+00,4.013420e+00,1.933140e-01,0.000000e+00,1.000460e-03
SI2-223:                                 0.000000e+00,3.003660e+00,9.545760e-05,0.000000e+00,1.231570e-03
SI2-233:                                 0.000000e+00,2.446500e+00,6.352050e-01,0.000000e+00,1.000120e-03
SI2-234:                                 0.000000e+00,3.723570e+00,7.544340e-05,1.952050e+03,1.002040e-03
SI2-242:                                 0.000000e+00,3.918210e+00,1.729250e-04,0.000000e+00,1.104000e-03
SI2-244:                                 0.000000e+00,3.038000e+00,3.722420e-06,0.000000e+00,1.051580e+00
